,GB_index,Sigma,Misorientation_Index,L11,L12,L13,R11,R12,R13,L21,L22,L23,R21,R22,R23,L31,L32,L33,R31,R32,R33,t1,t2,t3,cos,disorientation,h1,k1,l1,h2,k2,l2,ytilt,ztilt,DSC11,DSC12,DSC13,DSC21,DSC22,DSC23,DSC31,DSC32,DSC33,CSL11,CSL12,CSL13,CSL21,CSL22,CSL23,CSL31,CSL32,type
206,207,7.0,8.0,8,5,1,7.0,5,4.0,2,-1,-11,-5.0,-1,10.0,-6,10,-2,6.0,-10,2.0,1,1,1.0,0.785714285714,38.2132,8.0,5.0,1.0,7.0,5.0,4.0,0.0,0.0,-0.571428571429,1.28571428571,0.142857142857,1.57142857143,-2.28571428571,-0.142857142857,-4.0,6.0,0.0,3,2,1,9,-1,-4,4,-1,mixed
207,208,21.0,20.0,8,5,1,3.0,1,0.0,2,-1,-11,3.0,-9,6.0,-6,10,-2,2.0,-6,-10.0,2,1,0.0,0.52380952381,58.4119,8.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,-0.666666666667,2.33333333333,-0.333333333333,-2.0,5.0,-1.0,2.2380952381,-5.61904761905,1.19047619048,14,6,2,5,2,-5,-8,-3,mixed
208,209,105.0,37.0,8,5,1,3.0,1,0.0,2,-1,-11,-3.0,9,-6.0,-6,10,-2,-2.0,6,10.0,2,1,1.0,-0.828571428571,145.952,8.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,2.47619047619,-4.2380952381,1.38095238095,4.64761904762,-7.52380952381,2.4380952381,-7.05714285714,11.4285714286,-3.68571428571,-7,-4,1,13,-45,16,0,-13,mixed
209,210,35.0,36.0,7,5,4,7.0,5,-4.0,5,1,-10,5.0,1,10.0,-6,10,-2,6.0,-10,-2.0,2,1,1.0,0.828571428571,34.0477,7.0,5.0,4.0,7.0,5.0,4.0,0.0,0.0,1.4,-2.0,-0.2,0.171428571429,-0.285714285714,0.0571428571429,1.97142857143,-3.28571428571,-0.342857142857,5,3,0,23,20,-39,21,19,mixed
210,211,63.0,41.0,7,5,4,7.0,5,-4.0,5,1,-10,-5.0,-1,-10.0,-6,10,-2,-6.0,10,2.0,2,1,0.0,-0.984126984127,169.778,7.0,5.0,4.0,7.0,5.0,4.0,0.0,0.0,-0.190476190476,-0.238095238095,1.38095238095,-0.15873015873,-0.031746031746,2.31746031746,0.0793650793651,0.015873015873,-2.15873015873,1,-5,0,-4,-5,29,-2,-9,mixed
211,212,21.0,20.0,7,5,4,3.0,1,0.0,5,1,-10,3.0,-9,-6.0,-6,10,-2,-2.0,6,-10.0,2,1,0.0,0.52380952381,58.4119,7.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,-0.190476190476,-0.238095238095,1.38095238095,0.52380952381,0.904761904762,-1.04761904762,-0.904761904762,-1.38095238095,1.80952380952,4,0,2,23,-8,17,21,-7,mixed
212,213,105.0,38.0,7,5,4,3.0,1,0.0,5,1,-10,-3.0,9,6.0,-6,10,-2,2.0,-6,10.0,2,1,1.0,0.542857142857,57.1217,7.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,-1.3619047619,1.04761904762,3.32380952381,-17.0476190476,14.1904761905,44.0952380952,23.1714285714,-19.2857142857,-59.9428571429,-11,-7,-2,-32,-145,1,-5,-17,mixed
213,214,73.0,42.0,11,5,0,11.0,5,0.0,0,0,2,0.0,0,-2.0,5,-11,0,-5.0,11,0.0,1,0,0.0,0.753424657534,41.1121,11.0,5.0,0.0,11.0,5.0,0.0,1.0,0.0,-0.849315068493,2.06849315068,1.0,5.61643835616,-12.3561643836,-6.0,-15.0,33.0,16.0,11,5,0,48,55,-73,34,42,tilt
214,215,73.0,42.0,2,0,0,2.0,0,0.0,0,11,5,0.0,11,-5.0,0,-5,11,0.0,5,11.0,1,0,0.0,0.753424657534,41.1121,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.657534246575,0.753424657534,0.0,0.520547945205,0.0547945205479,0.0,-1.41095890411,-0.0958904109589,2,0,0,73,-55,48,28,-21,twist
215,216,37.0,15.0,12,2,0,12.0,2,0.0,0,0,2,0.0,0,-2.0,2,-12,0,-2.0,12,0.0,1,0,0.0,0.945945945946,18.9246,12.0,2.0,0.0,12.0,2.0,0.0,1.0,0.0,0.324324324324,-0.945945945946,-1.0,-0.135135135135,0.810810810811,1.0,1.0,-6.0,-7.0,12,2,0,35,12,-37,29,11,tilt
216,217,77.0,43.0,12,3,1,12.0,3,1.0,2,-5,-9,-2.0,5,9.0,-2,10,-6,2.0,-10,6.0,3,1,0.0,0.87012987013,29.5263,12.0,3.0,1.0,12.0,3.0,1.0,0.0,0.0,-0.844155844156,3.03896103896,2.01298701299,0.571428571429,-1.85714285714,-1.28571428571,-1.27272727273,4.18181818182,2.72727272727,12,3,1,-31,-104,-9,-11,-32,tilt
217,218,35.0,36.0,12,3,1,12.0,3,-1.0,2,-5,-9,2.0,-5,9.0,-2,10,-6,2.0,-10,-6.0,2,1,1.0,0.828571428571,34.0477,12.0,3.0,1.0,12.0,3.0,1.0,0.0,0.0,0.457142857143,-1.28571428571,0.371428571429,-0.485714285714,2.42857142857,-0.457142857143,1.51428571429,-7.57142857143,1.54285714286,5,1,0,39,-20,-23,3,0,mixed
218,219,55.0,44.0,12,3,1,12.0,3,-1.0,2,-5,-9,-2.0,5,-9.0,-2,10,-6,-2.0,10,6.0,2,1,1.0,0.781818181818,38.5727,12.0,3.0,1.0,12.0,3.0,1.0,0.0,0.0,-0.890909090909,1.72727272727,-1.49090909091,-2.10909090909,5.27272727273,-4.50909090909,5.12727272727,-12.8181818182,10.9272727273,-10,-4,0,-3,-5,-4,32,11,mixed
219,220,7.0,8.0,12,3,1,9.0,8,3.0,2,-5,-9,7.0,-6,-5.0,-2,10,-6,-2.0,6,-10.0,1,1,1.0,0.785714285714,38.2132,12.0,3.0,1.0,9.0,8.0,3.0,0.0,0.0,1.28571428571,0.571428571429,-0.142857142857,-0.714285714286,0.571428571429,-0.142857142857,1.14285714286,-0.714285714286,0.428571428571,2,2,-2,8,-5,3,1,-2,mixed
220,221,11.0,9.0,12,3,1,9.0,8,3.0,2,-5,-9,-7.0,6,5.0,-2,10,-6,2.0,-6,10.0,1,1,0.0,0.636363636364,50.4788,12.0,3.0,1.0,9.0,8.0,3.0,0.0,0.0,-1.27272727273,1.18181818182,1.72727272727,-4.81818181818,5.54545454545,8.18181818182,6.27272727273,-7.18181818182,-10.7272727273,-8,-4,-2,-8,-13,3,-5,-6,mixed
221,222,5.0,1.0,12,3,1,9.0,8,-3.0,2,-5,-9,7.0,-6,5.0,-2,10,-6,2.0,-6,-10.0,1,0,0.0,0.8,36.8699,12.0,3.0,1.0,9.0,8.0,3.0,0.0,0.0,0.8,-1.0,-0.6,0.0,1.0,1.0,0.2,-2.0,-1.4,6,2,-2,3,-5,4,1,-4,mixed
222,223,385.0,45.0,12,3,1,9.0,8,-3.0,2,-5,-9,-7.0,6,-5.0,-2,10,-6,-2.0,6,10.0,5,3,1.0,0.590909090909,53.7785,12.0,3.0,1.0,9.0,8.0,3.0,0.0,1.0,0.355844155844,1.03896103896,-6.38701298701,10.7142857143,28.4285714286,-170.857142857,-11.212987013,-29.7532467532,178.815584416,-32,-24,-6,-52,-475,-261,-13,-108,tilt
223,224,77.0,46.0,9,8,3,9.0,8,3.0,7,-6,-5,-7.0,6,5.0,-2,6,-10,2.0,-6,10.0,3,1,0.0,-0.168831168831,99.7199,9.0,8.0,3.0,9.0,8.0,3.0,0.0,0.0,-0.883116883117,1.1038961039,0.038961038961,5.96103896104,-6.7012987013,-0.012987012987,-16.0,18.0,0.0,9,8,3,-31,-96,41,-3,-7,tilt
224,225,35.0,36.0,9,8,3,9.0,8,-3.0,7,-6,-5,7.0,-6,5.0,-2,6,-10,2.0,-6,-10.0,2,1,1.0,0.828571428571,34.0477,9.0,8.0,3.0,9.0,8.0,3.0,0.0,0.0,0.457142857143,-0.371428571429,1.28571428571,-0.0571428571429,0.171428571429,-0.285714285714,0.714285714286,-2.14285714286,4.57142857143,3,1,0,43,-24,5,21,-13,mixed
225,226,55.0,47.0,9,8,3,9.0,8,-3.0,7,-6,-5,-7.0,6,-5.0,-2,6,-10,-2.0,6,10.0,2,1,1.0,-0.963636363636,164.501,9.0,8.0,3.0,9.0,8.0,3.0,0.0,0.0,-0.654545454545,0.418181818182,1.18181818182,-1.65454545455,1.41818181818,3.18181818182,1.52727272727,-1.30909090909,-3.09090909091,-12,-14,0,-29,72,5,-13,29,mixed
226,227,77.0,43.0,10,6,2,10.0,6,-2.0,5,-9,2,5.0,-9,-2.0,3,-1,-12,-3.0,1,-12.0,3,1,0.0,0.87012987013,29.5263,10.0,6.0,2.0,10.0,6.0,2.0,0.0,0.0,-0.415584415584,-0.194805194805,-1.33766233766,-0.545454545455,0.181818181818,-3.81818181818,0.74025974026,-0.246753246753,5.03896103896,-1,-3,0,32,15,103,29,13,mixed
227,228,55.0,44.0,10,6,2,10.0,6,-2.0,5,-9,2,-5.0,9,2.0,3,-1,-12,3.0,-1,12.0,2,1,1.0,0.781818181818,38.5727,10.0,6.0,2.0,10.0,6.0,2.0,0.0,0.0,1.27272727273,-2.09090909091,-0.0909090909091,-4.09090909091,7.36363636364,0.363636363636,16.4545454545,-29.6181818182,-1.41818181818,9,5,0,40,27,-61,30,20,mixed
228,229,385.0,45.0,10,6,2,10.0,6,2.0,5,-9,2,5.0,-6,-7.0,3,-1,-12,-3.0,8,-9.0,5,3,1.0,0.590909090909,53.7785,10.0,6.0,2.0,10.0,6.0,2.0,0.0,0.0,-0.571428571429,0.657142857143,-1.11428571429,-0.532467532468,1.64415584416,-2.27012987013,1.09090909091,-3.36363636364,4.63636363636,-10,-6,-2,-205,-291,-412,-162,-229,twist
229,230,11.0,9.0,10,6,2,10.0,6,2.0,5,-9,2,-5.0,6,7.0,3,-1,-12,3.0,-8,9.0,1,1,0.0,0.636363636364,50.4788,10.0,6.0,2.0,10.0,6.0,2.0,0.0,0.0,0.0,1.0,-1.0,1.0,-3.0,4.0,-1.09090909091,3.36363636364,-4.63636363636,10,6,2,13,3,-8,6,1,mixed
230,231,77.0,46.0,10,6,2,10.0,6,-2.0,5,-6,-7,5.0,-6,7.0,-3,8,-9,3.0,-8,-9.0,3,1,0.0,-0.168831168831,99.7199,10.0,6.0,2.0,10.0,6.0,2.0,0.0,0.0,0.753246753247,-1.67532467532,3.25974025974,-0.038961038961,0.103896103896,-0.116883116883,1.01298701299,-2.7012987013,5.03896103896,16,6,0,95,-48,-23,19,-7,mixed
231,232,55.0,47.0,10,6,2,10.0,6,-2.0,5,-6,-7,-5.0,6,-7.0,-3,8,-9,-3.0,8,9.0,2,1,1.0,-0.963636363636,164.501,10.0,6.0,2.0,10.0,6.0,2.0,0.0,0.0,0.0,-0.2,-1.4,0.636363636364,-0.763636363636,-8.89090909091,-1.09090909091,1.30909090909,15.5272727273,-12,-10,0,5,-72,-29,1,-31,mixed
232,233,55.0,44.0,9,5,2,9.0,5,2.0,1,3,-12,-1.0,-3,12.0,-6,10,2,6.0,-10,-2.0,2,1,1.0,0.781818181818,38.5727,9.0,5.0,2.0,9.0,5.0,2.0,0.0,0.0,-1.83636363636,3.09090909091,1.03636363636,23.6909090909,-37.7272727273,-12.2909090909,-27.0,43.0,14.0,9,5,2,4,5,-3,-11,1,tilt
233,234,35.0,36.0,9,5,2,9.0,5,-2.0,1,3,-12,1.0,3,12.0,-6,10,2,6.0,-10,2.0,2,1,1.0,0.828571428571,34.0477,9.0,5.0,2.0,9.0,5.0,2.0,0.0,0.0,-1.05714285714,1.42857142857,1.68571428571,-4.54285714286,7.57142857143,8.51428571429,7.11428571429,-11.8571428571,-13.3714285714,-5,-3,0,-11,-40,27,-7,-21,mixed
234,235,77.0,43.0,9,5,2,9.0,5,-2.0,1,3,-12,-1.0,-3,-12.0,-6,10,2,-6.0,10,-2.0,3,1,0.0,0.87012987013,29.5263,9.0,5.0,2.0,9.0,5.0,2.0,0.0,0.0,0.194805194805,-0.415584415584,-1.33766233766,0.220779220779,0.662337662338,1.35064935065,-0.558441558442,-1.67532467532,-3.2987012987,3,-1,0,64,-39,79,11,-7,mixed
235,236,11.0,9.0,9,5,2,7.0,6,5.0,1,3,-12,9.0,-8,-3.0,-6,10,2,2.0,6,-10.0,1,1,0.0,0.636363636364,50.4788,9.0,5.0,2.0,7.0,6.0,5.0,0.0,0.0,-0.272727272727,1.18181818182,-0.727272727273,-0.454545454545,0.636363636364,-0.545454545455,1.54545454545,-2.36363636364,2.45454545455,6,6,2,-15,-1,4,-13,-2,mixed
236,237,5.0,1.0,9,5,2,7.0,6,5.0,1,3,-12,-9.0,8,3.0,-6,10,2,-2.0,-6,10.0,1,0,0.0,0.8,36.8699,9.0,5.0,2.0,7.0,6.0,5.0,0.0,0.0,0.2,0.0,-1.4,-1.2,-1.0,3.4,-0.4,0.0,0.8,-2,-1,-1,-4,-5,3,-1,-1,mixed
237,238,385.0,45.0,9,5,2,7.0,6,-5.0,1,3,-12,9.0,-8,3.0,-6,10,2,-2.0,-6,-10.0,5,3,1.0,0.590909090909,53.7785,9.0,5.0,2.0,7.0,6.0,5.0,0.0,1.0,-3.73246753247,8.4025974026,-1.21038961039,-7.71168831169,17.0649350649,-2.45974025974,11.9324675325,-26.4025974026,3.81038961039,62,26,-14,-1383,3320,-2269,-745,1785,tilt
238,239,7.0,8.0,9,5,2,7.0,6,-5.0,1,3,-12,-9.0,8,-3.0,-6,10,2,2.0,6,10.0,1,1,1.0,0.785714285714,38.2132,9.0,5.0,2.0,7.0,6.0,5.0,0.0,0.0,0.428571428571,-0.714285714286,-1.14285714286,-0.285714285714,0.142857142857,2.42857142857,-0.285714285714,0.142857142857,0.428571428571,-2,-4,0,-3,5,8,-2,1,mixed
239,240,55.0,47.0,7,6,5,7.0,6,5.0,2,6,-10,-2.0,-6,10.0,-9,8,3,9.0,-8,-3.0,2,1,1.0,-0.963636363636,164.501,7.0,6.0,5.0,7.0,6.0,5.0,0.0,0.0,-0.872727272727,1.10909090909,0.0909090909091,1.87272727273,-2.10909090909,-0.0909090909091,-2.4,2.8,0.0,7,6,5,106,83,5,88,69,tilt
240,241,77.0,46.0,7,6,5,7.0,6,-5.0,2,6,-10,2.0,6,10.0,-9,8,3,9.0,-8,3.0,3,1,0.0,-0.168831168831,99.7199,7.0,6.0,5.0,7.0,6.0,5.0,0.0,0.0,-0.987012987013,0.766233766234,0.662337662338,-10.6363636364,9.45454545455,7.54545454545,15.8961038961,-14.1298701299,-11.2987012987,-16,-18,0,-31,96,-41,-19,55,mixed
241,242,35.0,36.0,7,6,5,7.0,6,-5.0,2,6,-10,-2.0,-6,-10.0,-9,8,3,-9.0,8,-3.0,2,1,1.0,0.828571428571,34.0477,7.0,6.0,5.0,7.0,6.0,5.0,0.0,0.0,0.457142857143,0.371428571429,-1.28571428571,-0.114285714286,-0.342857142857,2.57142857143,0.142857142857,0.428571428571,-3.71428571429,3,-1,0,23,-36,25,9,-13,mixed
242,243,41.0,48.0,8,8,6,8.0,8,6.0,1,-1,0,-1.0,1,0.0,3,3,-8,-3.0,-3,8.0,1,1,0.0,0.560975609756,55.8767,8.0,8.0,6.0,8.0,8.0,6.0,1.0,0.0,-0.80487804878,0.19512195122,1.14634146341,-5.26829268293,0.731707317073,6.0487804878,7.0,-1.0,-8.0,8,8,6,-15,-56,-1,-12,-37,tilt
243,244,41.0,48.0,8,3,3,8.0,3,3.0,0,1,-1,0.0,-1,1.0,-6,8,8,6.0,-8,-8.0,1,1,0.0,0.560975609756,55.8767,8.0,3.0,3.0,8.0,3.0,3.0,1.0,0.0,1.19512195122,-1.92682926829,-0.926829268293,-4.82926829268,8.43902439024,4.43902439024,12.0,-21.0,-11.0,8,3,3,47,33,-8,0,1,tilt
244,245,41.0,19.0,10,8,0,10.0,8,0.0,0,0,2,0.0,0,-2.0,8,-10,0,-8.0,10,0.0,1,0,0.0,0.975609756098,12.6804,10.0,8.0,0.0,10.0,8.0,0.0,1.0,0.0,-0.756097560976,1.19512195122,0.0,4.0,-5.0,-1.0,-0.19512195122,0.243902439024,0.0,10,8,0,9,40,-41,1,9,tilt
245,246,41.0,48.0,1,1,0,1.0,1,0.0,3,-3,8,3.0,-3,-8.0,8,-8,-6,-8.0,8,-6.0,1,1,0.0,0.560975609756,55.8767,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.19512195122,-0.80487804878,1.14634146341,0.536585365854,-0.536585365854,2.09756097561,-0.609756097561,0.609756097561,-2.29268292683,-1,-1,0,8,33,-47,7,26,twist
246,247,85.0,49.0,13,1,0,13.0,1,0.0,0,0,2,0.0,0,-2.0,1,-13,0,-1.0,13,0.0,1,0,0.0,0.988235294118,8.79741,13.0,1.0,0.0,13.0,1.0,0.0,1.0,0.0,0.152941176471,-0.988235294118,-1.0,-0.141176470588,1.83529411765,2.0,1.0,-13.0,-14.0,13,1,0,84,13,-85,84,13,tilt
247,248,17.0,5.0,13,1,0,11.0,7,0.0,0,0,2,0.0,0,2.0,1,-13,0,7.0,-11,0.0,1,0,0.0,0.882352941176,28.0725,13.0,1.0,0.0,11.0,7.0,0.0,1.0,0.0,-0.470588235294,-0.882352941176,-1.0,1.05882352941,0.235294117647,0.0,-1.35294117647,-0.411764705882,0.0,0,0,-2,15,-8,17,11,-7,tilt
248,249,5.0,1.0,13,1,0,11.0,7,0.0,0,0,2,0.0,0,-2.0,1,-13,0,-7.0,11,0.0,1,0,0.0,0.8,36.8699,13.0,1.0,0.0,11.0,7.0,0.0,1.0,0.0,0.6,-0.8,-1.0,-0.4,1.2,2.0,1.0,-3.0,-4.0,3,1,0,4,3,-5,1,2,tilt
249,250,85.0,50.0,11,7,0,11.0,7,0.0,0,0,2,0.0,0,-2.0,7,-11,0,-7.0,11,0.0,1,0,0.0,0.905882352941,25.0576,11.0,7.0,0.0,11.0,7.0,0.0,1.0,0.0,-1.87058823529,3.08235294118,1.0,19.4352941176,-30.5411764706,-10.0,-35.0,55.0,18.0,11,7,0,36,77,-85,15,25,tilt
250,251,85.0,49.0,2,0,0,2.0,0,0.0,0,13,1,0.0,13,-1.0,0,-1,13,0.0,1,13.0,1,0,0.0,0.988235294118,8.79741,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.988235294118,0.152941176471,0.0,0.976470588235,-0.694117647059,0.0,-1.14117647059,0.835294117647,2,0,0,85,-13,84,73,-12,twist
251,252,85.0,50.0,2,0,0,2.0,0,0.0,0,11,7,0.0,11,-7.0,0,-7,11,0.0,7,11.0,1,0,0.0,0.905882352941,25.0576,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.423529411765,0.905882352941,0.0,0.729411764706,0.282352941176,0.0,-1.32941176471,-0.482352941176,2,0,0,85,-77,36,48,-43,twist
252,253,43.0,51.0,10,6,6,10.0,6,6.0,0,1,-1,0.0,-1,1.0,-6,5,5,6.0,-5,-5.0,1,1,0.0,0.162790697674,80.6311,10.0,6.0,6.0,10.0,6.0,6.0,1.0,0.0,-0.53488372093,1.27906976744,0.279069767442,0.627906976744,-1.02325581395,-0.0232558139535,-3.0,5.0,0.0,10,6,6,-37,-48,-5,-37,-47,tilt
253,254,43.0,51.0,6,5,5,6.0,5,5.0,0,1,-1,0.0,-1,1.0,-10,6,6,10.0,-6,-6.0,1,1,0.0,0.162790697674,80.6311,6.0,5.0,5.0,6.0,5.0,5.0,1.0,0.0,-0.860465116279,1.11627906977,0.116279069767,8.37209302326,-10.023255814,-0.0232558139535,-10.0,12.0,0.0,6,5,5,83,62,19,40,30,tilt
254,255,43.0,51.0,1,1,0,1.0,1,0.0,5,-5,6,5.0,-5,-6.0,6,-6,-10,-6.0,6,-10.0,1,1,0.0,0.162790697674,80.6311,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.279069767442,-1.27906976744,0.53488372093,0.837209302326,-0.837209302326,0.604651162791,-1.55813953488,1.55813953488,-1.06976744186,-1,-1,0,-12,55,-23,-1,4,twist
255,256,87.0,52.0,11,7,2,11.0,7,2.0,1,-1,-2,-1.0,1,2.0,-4,8,-6,4.0,-8,6.0,2,1,1.0,0.862068965517,30.4503,11.0,7.0,2.0,11.0,7.0,2.0,1.0,0.0,2.12643678161,-2.91954022989,-0.977011494253,-25.8390804598,37.0114942529,12.5747126437,37.0,-53.0,-18.0,11,7,2,56,91,-61,47,78,tilt
256,257,29.0,53.0,11,7,2,11.0,7,-2.0,1,-1,-2,1.0,-1,2.0,-4,8,-6,4.0,-8,-6.0,2,1,0.0,-0.379310344828,112.291,11.0,7.0,2.0,11.0,7.0,2.0,0.0,0.0,0.965517241379,-0.931034482759,0.448275862069,-1.03448275862,2.06896551724,-0.551724137931,1.62068965517,-3.24137931034,0.931034482759,4,2,0,33,-8,-23,1,-1,mixed
257,258,3.0,2.0,11,7,2,11.0,7,-2.0,1,-1,-2,-1.0,1,-2.0,-4,8,-6,-4.0,8,6.0,1,1,0.0,0.333333333333,70.5288,11.0,7.0,2.0,11.0,7.0,2.0,0.0,0.0,0.333333333333,-1.33333333333,0.333333333333,0.666666666667,-0.666666666667,0.666666666667,-1.66666666667,1.66666666667,-0.666666666667,-1,-1,0,-1,4,-1,0,-1,mixed
258,259,29.0,53.0,8,6,4,8.0,6,4.0,1,-2,1,-1.0,2,-1.0,7,-2,-11,-7.0,2,11.0,2,1,0.0,-0.379310344828,112.291,8.0,6.0,4.0,8.0,6.0,4.0,0.0,0.0,-0.724137931034,1.20689655172,0.137931034483,4.93103448276,-6.55172413793,-0.0344827586207,-6.0,8.0,0.0,8,6,4,-19,-36,5,-16,-29,tilt
259,260,87.0,52.0,8,6,4,8.0,6,-4.0,1,-2,1,1.0,-2,-1.0,7,-2,-11,-7.0,2,-11.0,2,1,1.0,0.862068965517,30.4503,8.0,6.0,4.0,8.0,6.0,4.0,1.0,0.0,-0.620689655172,0.0344827586207,3.68965517241,-3.45977011494,0.988505747126,23.4367816092,4.98850574713,-1.42528735632,-33.8390804598,-4,-14,0,-13,12,37,-5,-7,tilt
260,261,3.0,2.0,8,6,4,8.0,6,-4.0,1,-2,1,-1.0,2,1.0,7,-2,-11,7.0,-2,11.0,1,1,0.0,0.333333333333,70.5288,8.0,6.0,4.0,8.0,6.0,4.0,0.0,0.0,1.0,-1.0,0.0,0.333333333333,-0.666666666667,0.333333333333,1.66666666667,-3.33333333333,-0.333333333333,4,2,0,1,0,-1,-4,-1,mixed
261,262,87.0,52.0,2,1,1,2.0,1,1.0,6,-8,-4,6.0,-4,-8.0,2,7,-11,-2.0,11,-7.0,2,1,1.0,0.862068965517,30.4503,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,-0.701149425287,1.04597701149,-0.64367816092,-0.252873563218,1.11494252874,-0.609195402299,0.896551724138,-3.86206896552,2.06896551724,-2,-1,-1,-8,-115,-43,-5,-83,twist
262,263,29.0,53.0,2,1,1,2.0,1,1.0,6,-8,-4,-6.0,4,8.0,2,7,-11,2.0,-11,7.0,2,1,0.0,-0.379310344828,112.291,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,-0.0344827586207,1.37931034483,-0.310344827586,0.137931034483,-0.51724137931,0.241379310345,-0.896551724138,3.86206896552,-2.06896551724,2,1,1,36,-19,5,31,-15,mixed
263,264,89.0,54.0,13,3,0,13.0,3,0.0,0,0,2,0.0,0,-2.0,3,-13,0,-3.0,13,0.0,1,0,0.0,0.898876404494,25.9892,13.0,3.0,0.0,13.0,3.0,0.0,1.0,0.0,-0.85393258427,4.03370786517,3.0,8.12359550562,-35.202247191,-26.0,-15.0,65.0,48.0,13,3,0,80,39,-89,31,14,tilt
264,265,89.0,54.0,2,0,0,2.0,0,0.0,0,13,3,0.0,13,-3.0,0,-3,13,0.0,3,13.0,1,0,0.0,0.898876404494,25.9892,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.898876404494,0.438202247191,0.0,0.831460674157,-0.269662921348,0.0,-1.33707865169,0.460674157303,2,0,0,89,-39,80,56,-25,twist
265,266,15.0,4.0,10,8,4,4.0,2,0.0,0,2,-4,2.0,-4,0.0,-4,4,2,0.0,0,-6.0,2,1,0.0,0.666666666667,48.1897,10.0,8.0,4.0,4.0,2.0,0.0,1.0,0.0,0.666666666667,-1.66666666667,1.66666666667,-0.333333333333,1.13333333333,-0.933333333333,3.0,-10.6,9.2,8,4,2,20,1,-7,11,0,tilt
266,267,3.0,2.0,10,8,4,4.0,2,0.0,0,2,-4,-2.0,4,0.0,-4,4,2,0.0,0,6.0,1,1,0.0,0.333333333333,70.5288,10.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,0.333333333333,-1.33333333333,0.333333333333,0.666666666667,-0.666666666667,0.666666666667,-1.66666666667,1.66666666667,-0.666666666667,-1,-1,0,-1,4,-1,0,-1,mixed
267,268,45.0,23.0,10,8,4,10.0,8,4.0,0,2,-4,0.0,-2,4.0,-4,4,2,4.0,-4,-2.0,2,1,0.0,0.111111111111,83.6206,10.0,8.0,4.0,10.0,8.0,4.0,1.0,0.0,-0.777777777778,1.17777777778,0.0888888888889,2.44444444444,-3.04444444444,-0.0222222222222,-8.0,10.0,0.0,10,8,4,-25,-56,17,-11,-23,tilt
268,269,9.0,6.0,10,8,4,10.0,8,-4.0,0,2,-4,0.0,2,4.0,-4,4,2,4.0,-4,2.0,1,1,0.0,0.777777777778,38.9424,10.0,8.0,4.0,10.0,8.0,4.0,0.0,0.0,-0.444444444444,-0.555555555556,1.22222222222,0.0,0.0,2.0,-0.111111111111,0.111111111111,-2.44444444444,-1,-1,0,4,5,-11,3,2,mixed
269,270,5.0,1.0,10,8,4,10.0,8,-4.0,0,2,-4,0.0,-2,-4.0,-4,4,2,-4.0,4,-2.0,1,0,0.0,0.8,36.8699,10.0,8.0,4.0,10.0,8.0,4.0,0.0,0.0,1.0,0.6,0.8,0.0,0.8,0.4,0.0,-1.4,-0.2,2,0,0,5,-4,3,4,-3,mixed
270,271,9.0,6.0,10,8,4,4.0,2,0.0,4,-4,-2,2.0,-4,4.0,0,6,-12,4.0,-8,-10.0,1,1,0.0,0.777777777778,38.9424,10.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,0.333333333333,-0.333333333333,1.33333333333,0.0,1.0,-1.0,-0.111111111111,-1.55555555556,1.88888888889,6,2,2,4,-1,1,-1,-3,mixed
271,272,45.0,22.0,10,8,4,4.0,2,0.0,4,-4,-2,2.0,-4,-4.0,0,6,-12,-4.0,8,-10.0,2,2,1.0,-0.6,126.87,10.0,8.0,4.0,4.0,2.0,0.0,1.0,0.0,0.555555555556,-1.08888888889,-0.711111111111,0.555555555556,-0.288888888889,-0.311111111111,-1.88888888889,1.02222222222,1.17777777778,-2,-6,2,20,13,59,1,0,tilt
272,273,9.0,6.0,10,8,4,4.0,2,0.0,4,-4,-2,-2.0,4,4.0,0,6,-12,4.0,-8,10.0,1,1,0.0,0.777777777778,38.9424,10.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,-0.333333333333,1.33333333333,-0.333333333333,0.777777777778,-1.44444444444,0.444444444444,-2.55555555556,4.88888888889,-1.88888888889,10,6,2,8,7,-7,5,5,mixed
273,274,45.0,21.0,10,8,4,4.0,2,0.0,4,-4,-2,-2.0,4,-4.0,0,6,-12,-4.0,8,10.0,2,2,1.0,0.6,53.1301,10.0,8.0,4.0,4.0,2.0,0.0,1.0,0.0,0.333333333333,-0.533333333333,-1.26666666667,0.333333333333,-0.333333333333,-0.666666666667,-0.777777777778,0.711111111111,2.02222222222,-18,-14,-2,0,-7,-1,-11,-12,tilt
